distribution,format,qsnr_db,crest,kurtosis,abs_max,std,tags
ChannelOutlier(σ=30),NVFP4,8.667844491163208,25.816917073831167,215.59775459432822,72.55842590332031,2.8104992434153884,"outlier,channel"
ChannelOutlier(σ=30),MXINT4,14.789084996774326,25.816917073831167,215.59775459432822,72.55842590332031,2.8104992434153884,"outlier,channel"
ChannelOutlier(σ=30),MXFP4,15.238784564581833,25.816917073831167,215.59775459432822,72.55842590332031,2.8104992434153884,"outlier,channel"
ChannelOutlier(σ=100),INT4,16.287194414071035,27.419198760144752,275.0641277662262,241.86143493652344,8.82087901445471,"outlier,channel"
ChannelOutlier(σ=100),FP4,15.371782642023708,27.419198760144752,275.0641277662262,241.86143493652344,8.82087901445471,"outlier,channel"
ChannelOutlier(σ=100),NF4,17.497965217980237,27.419198760144752,275.0641277662262,241.86143493652344,8.82087901445471,"outlier,channel"
ChannelOutlier(σ=100),NVFP4,15.371782642023708,27.419198760144752,275.0641277662262,241.86143493652344,8.82087901445471,"outlier,channel"
ChannelOutlier(σ=100),MXINT4,21.03656180439706,27.419198760144752,275.0641277662262,241.86143493652344,8.82087901445471,"outlier,channel"
ChannelOutlier(σ=100),MXFP4,16.263855459108456,27.419198760144752,275.0641277662262,241.86143493652344,8.82087901445471,"outlier,channel"
Spiky(50×),INT4,6.0804690372729375,24.867252437518943,463.74440639077704,50.0,2.0106764961520858,"outlier,spiky"
Spiky(50×),FP4,6.719439232488417,24.867252437518943,463.74440639077704,50.0,2.0106764961520858,"outlier,spiky"
Spiky(50×),NF4,6.584474642246755,24.867252437518943,463.74440639077704,50.0,2.0106764961520858,"outlier,spiky"
Spiky(50×),NVFP4,6.719439232488417,24.867252437518943,463.74440639077704,50.0,2.0106764961520858,"outlier,spiky"
Spiky(50×),MXINT4,18.564216735514208,24.867252437518943,463.74440639077704,50.0,2.0106764961520858,"outlier,spiky"
Spiky(50×),MXFP4,19.398071791163684,24.867252437518943,463.74440639077704,50.0,2.0106764961520858,"outlier,spiky"
LogNormal(σ=1),INT4,7.896741430815458,9.216143624626193,13.965763037993998,24.019203186035156,2.606209729832566,lognormal
LogNormal(σ=1),FP4,12.568768047279313,9.216143624626193,13.965763037993998,24.019203186035156,2.606209729832566,lognormal
LogNormal(σ=1),NF4,12.469261601952528,9.216143624626193,13.965763037993998,24.019203186035156,2.606209729832566,lognormal
LogNormal(σ=1),NVFP4,12.568768047279313,9.216143624626193,13.965763037993998,24.019203186035156,2.606209729832566,lognormal
LogNormal(σ=1),MXINT4,13.531939305355039,9.216143624626193,13.965763037993998,24.019203186035156,2.606209729832566,lognormal
LogNormal(σ=1),MXFP4,16.527061241971012,9.216143624626193,13.965763037993998,24.019203186035156,2.606209729832566,lognormal
